Hk2,Ddt,Srpk1,Crabp2,Atp5g1,Atp7b,Acot13,Actn1,Kdm6b,Tbx3,Hsf2,Actr2,Mdh1,Id2,Ssr1,Hmgcr,Mapk1ip1l,Dpysl2,Spry2,Oxct1,Zscan26,St13,Twf1,Rrn3,Gsk3b,Sod1,Ndufa5,Mpc1,Pim1,Strn,Impact,Dctn4,Pdcd4,Podxl,Acadl,Igfbp5,Ndufa10,Nmt2,Fubp3,Myef2,Mdk,Sall4,Skil,B4galt1,Mier1,Slc2a1,Gnb1,Actb,Tspan12,Cbx3,Abcc9,Sspn,Cox6a2,Acsl4,Adprhl1,Pkm,Amt,Chsy1,Lrrc58,Prtg,Fxyd1,Alpk3,Zfhx3,Fam60a,Arglu1,Wapl,Smpx,Nppa,Poldip3,Usp22,Alkbh5,X4933415A04Rik,Csnk2a2,Cd24a,Rbm15,Tigd2,Apoo.ps,Cited1,Slc39a1,Map1b,Msi1,Tug1,Hmga2,Ado,Sept11,Ndufs8,Wtap,Myl1,Pcnp,Bnip3,Kdelr2,Trim71,Apoo,Mpc1.ps,Ndufab1.ps,Rps19.ps6,Myl7,pseudotime
GSM2035460,1678,364,1463,231,543,255,4,499,66,0,75,1107,1128,459,6042,384,413,3432,47,21,497,2549,1313,952,1618,1586,136,8,161,442,3588,571,266,59,15,955,105,2510,425,1174,1185,1177,213,292,62,31,1777,19540,0,387,0,0,44,275,0,3193,92,339,699,1208,28,140,47,2300,1635,725,292,0,1012,1352,500,312,1216,455,423,0,0,5,284,4031,55,632,1161,1795,3691,119,680,71,1507,1583,1040,167,125,0,1,58,16337,0.00706943790621484
GSM2035461,1409,437,510,84,762,1185,167,865,211,49,308,2232,2105,842,3053,1824,477,8323,254,57,47,4115,588,657,3415,2993,387,12,289,2844,1519,428,313,140,7,1656,176,3815,342,1705,583,689,82,234,621,552,931,6398,1129,772,0,0,171,546,0,2755,196,876,1402,1758,50,3095,69,819,1222,1158,985,12,410,2688,745,330,1466,472,617,0,3,0,352,3451,17,2474,2997,652,1800,367,502,261,1063,1983,1437,666,190,4,11,23,31571,0.00708270784027443
GSM2035462,2076,523,823,242,667,521,4,748,94,0,110,1793,1478,913,3120,2051,114,5271,244,178,601,5028,266,628,2884,2939,132,19,269,1516,4424,311,271,87,62,2766,139,1862,294,773,1190,637,552,1035,732,510,1566,13504,992,611,30,0,49,494,0,2052,168,713,747,1777,65,1803,7,620,1343,253,893,87,488,804,756,200,922,243,566,273,4,1,162,6114,40,716,492,378,2018,35,195,1392,1930,1112,1668,1012,201,2,3,24,30756,0.00709597777433402
GSM2035465,2586,405,414,297,865,618,62,851,118,31,227,2311,1084,1406,2416,698,239,4144,203,1,555,5236,1057,542,2013,3320,131,30,168,2404,2704,219,226,351,8,1067,309,6014,179,608,1410,709,331,284,1044,442,1531,12193,477,318,0,0,88,233,0,1983,171,477,526,2005,39,2542,297,931,1000,470,633,332,421,3243,622,406,788,437,263,47,0,48,237,5225,20,999,1164,1477,1521,173,443,195,1681,1534,1418,172,31,9,5,40,29817,0.00710924770839361
GSM2035466,2304,809,2017,375,1025,601,229,1151,172,0,142,3524,2172,1745,3352,5073,109,5798,194,13,477,6934,905,724,2216,2141,313,89,288,1058,2664,258,509,791,367,1619,122,6476,419,1424,1326,1526,479,506,1000,1136,2948,19375,2832,399,0,135,143,719,0,2605,197,772,1995,3144,21,2000,735,1336,2413,742,66,0,1075,4208,396,338,1373,649,736,41,6,0,308,10994,85,3997,554,1779,3678,206,616,145,1694,1311,1324,718,391,15,5,29,31045,0.0071225176424532
GSM2035467,1317,195,1225,0,985,414,7,1014,132,381,120,2102,1791,729,1186,2726,66,8628,199,1,772,3575,1067,567,2555,2578,99,128,179,1261,2768,181,82,696,135,3718,353,4021,570,462,824,109,4,326,101,1576,1433,10501,569,293,0,0,323,1193,0,4096,203,1178,455,689,45,715,0,892,1133,521,753,7,11,796,636,118,1193,1183,373,136,7,0,159,1564,25,1155,1992,1,2662,14,485,1229,2368,2114,510,725,169,31,0,30,37316,0.00713578757651279
GSM2035468,858,237,1943,0,1140,585,192,327,29,48,243,2147,1874,1621,2174,539,441,8153,247,70,125,3115,554,1794,1376,4350,247,58,351,1754,2475,371,125,200,126,2828,860,6121,549,877,715,434,1269,150,801,451,2314,15483,911,423,0,0,13,569,0,2795,0,1007,2184,628,41,2380,120,562,2060,1276,395,0,2178,1873,696,977,1560,105,428,31,18,0,514,2227,13,1444,3372,1645,3132,497,153,582,1316,776,1859,1620,286,14,2,95,48380,0.00714905751057238
GSM2035470,852,206,1452,111,904,551,144,747,198,107,234,2982,1714,1518,990,2277,610,5704,238,7,689,7181,608,854,2784,2183,246,29,380,997,4146,387,233,144,286,2720,36,6818,343,1681,1131,1270,560,265,523,454,2409,14231,718,512,0,0,160,540,0,2465,303,1237,616,1824,48,2499,748,1726,996,394,284,0,1527,3268,736,263,864,869,645,0,5,0,275,4004,8,1652,2155,841,2630,180,378,993,2561,1147,1446,598,535,2,0,45,23929,0.00716232744463197
GSM2035471,3563,35,262,129,710,586,0,1583,54,28,72,2215,1287,44,757,698,591,7873,100,727,356,4208,1117,927,1961,2823,145,0,206,903,1034,32,256,28,73,949,15,1229,878,463,1175,1637,292,733,357,677,2517,22534,877,373,0,0,134,866,0,3596,323,297,1974,1769,0,1398,651,1245,985,512,300,151,174,2290,1246,16,322,1496,550,16,5,0,291,6107,8,1344,1081,4825,3500,137,588,265,1833,1483,1035,1929,317,0,2,73,31154,0.00717559737869156
GSM2035472,2084,343,265,245,1098,483,18,557,267,397,57,2010,2350,3650,533,1530,361,10684,234,107,1062,912,2646,1666,1531,1956,240,0,320,1878,967,767,184,533,0,1465,69,5627,309,877,384,904,1367,423,1394,260,2682,8714,9,454,0,0,445,721,0,2113,63,813,868,75,44,1127,777,629,1191,1085,448,0,845,1314,1057,245,629,483,547,0,4,0,1013,2733,0,860,1981,468,0,236,578,86,1694,872,1212,646,224,0,0,4,32230,0.00718886731275115
GSM2035475,3369,139,477,145,371,935,139,2254,422,0,79,1887,1187,1032,3305,1688,88,3728,96,44,597,3194,396,1066,3216,2310,129,60,643,566,2570,476,425,308,7,2414,2,4796,906,1974,2269,2107,707,401,1389,75,2616,41236,0,452,0,0,0,1438,0,2286,73,808,1364,4444,0,1059,414,1519,1909,1395,0,47,671,1325,1010,358,1638,816,501,0,0,0,102,8909,19,1934,678,636,3364,93,516,268,1468,517,1624,410,116,11,6,83,10536,0.00720213724681074
GSM2035476,2015,611,923,92,675,72,83,732,93,24,109,1864,1012,1621,3231,624,500,5458,268,74,748,3271,476,863,1520,1337,125,9,251,232,3731,332,147,220,0,119,259,2882,308,1205,1386,940,316,152,729,553,1882,14034,193,346,0,14,26,206,0,2993,149,289,624,2015,0,2956,223,626,590,739,198,0,728,1087,727,321,545,461,186,0,2,0,231,6446,32,1005,855,1044,1760,51,422,46,1642,797,958,226,221,1,0,25,15181,0.00721540718087033
GSM2035477,1005,477,562,375,1093,291,85,88,23,0,15,863,1404,503,425,339,122,647,5,0,227,277,144,121,334,1991,45,81,125,143,85,160,28,122,94,197,47,371,19,81,1907,140,37,179,167,1721,361,7580,32,19,0,0,68,51,0,6066,58,59,229,532,0,2266,0,211,304,45,63,285,712,1610,62,316,859,0,67,23,0,0,219,2504,5,357,15,177,338,67,19,815,138,23,1051,107,5,16,0,34,26342,0.00722867711492992
GSM2035478,1571,105,1176,54,483,251,37,684,70,18,137,1510,847,1090,1196,249,209,2772,263,13,359,2111,857,685,1877,1564,143,2,106,1156,1019,379,49,22,34,1198,217,2216,323,1218,600,691,474,274,351,421,1413,9660,22,266,0,0,68,274,0,2025,150,1549,1008,1332,11,1333,697,848,1027,617,33,35,1122,1233,329,226,445,216,490,19,1,0,231,2074,75,732,604,540,1076,69,558,105,973,1090,741,304,86,0,0,15,16497,0.00724194704898951
GSM2035481,2398,361,1769,198,1016,500,62,455,309,0,385,3338,1745,1883,1758,2808,526,6068,207,34,825,4768,701,1705,2933,3541,216,0,193,2333,2647,455,107,514,265,2359,67,5318,528,1007,719,1655,709,352,1037,1102,1573,12524,809,499,0,57,109,516,0,3393,352,1628,1031,2335,7,2157,531,898,1322,524,410,0,2637,4537,506,468,926,553,522,0,14,200,145,11655,34,2670,674,1117,15,269,564,679,2368,1154,729,278,388,0,2,81,25009,0.0072552169830491
GSM2035483,4130,744,1833,467,877,1090,36,1796,446,8,452,2544,2287,1048,4087,4633,921,9485,330,545,1197,5301,1118,2055,3405,5464,215,46,705,2004,4387,391,498,154,74,4628,352,3865,530,953,1141,1593,786,517,508,1458,3841,34149,1093,498,7,0,23,837,0,6016,88,584,420,2739,31,3732,997,1637,1851,1422,1240,833,1088,3042,1668,459,1218,308,615,0,6,0,315,22991,52,3008,1272,2292,3290,521,598,1595,2498,2620,2459,896,497,3,4,105,38424,0.00726848691710869
GSM2035484,79,174,59,0,317,161,18,15,93,4,16,137,428,837,6,152,88,413,27,0,101,279,92,39,321,939,23,0,73,207,402,8,15,111,0,168,40,824,41,99,217,197,98,101,105,154,159,1395,264,26,50,0,109,62,0,878,19,212,263,154,0,638,94,28,127,118,37,6,56,715,71,40,161,18,84,0,0,26,32,361,0,35,178,0,81,22,59,316,87,132,312,18,10,0,1,8,7567,0.00728175685116828
GSM2035486,3141,879,606,215,798,561,0,1091,278,0,263,2018,1950,460,7239,3133,668,5435,122,36,776,5628,1245,1050,3266,4214,260,51,415,3850,1713,332,273,397,13,2367,447,4867,378,1250,1791,1716,723,1387,1,839,2398,19666,1593,858,0,0,103,531,0,2284,379,1869,86,2596,51,3890,409,1223,1819,1356,1081,0,562,3916,1337,390,807,1198,911,178,5,24,517,19007,21,2911,1963,2931,2635,126,750,996,1261,1979,2758,470,479,11,1,89,41515,0.00729502678522786
GSM2035487,3115,2403,682,392,827,242,10,164,163,0,240,2753,1070,1631,941,1459,336,6108,109,43,437,5999,634,1589,2262,4792,246,40,572,0,3217,610,52,1584,0,394,64,1501,352,1082,2469,953,1243,2229,26,3169,3969,15082,3663,265,0,0,394,401,0,3856,249,1711,3210,591,82,3940,0,2503,1291,643,779,10,1887,3768,443,175,1204,78,622,12,1,0,481,13905,1,221,197,673,1984,278,457,3471,817,699,1719,65,91,0,2,91,33923,0.00730829671928745
GSM2035490,2083,451,559,141,739,494,337,535,121,162,309,1921,1127,3235,2907,135,469,7202,107,4,1225,3559,757,859,1970,5896,310,47,242,2123,726,157,288,68,61,2729,1262,3497,318,905,1118,1835,431,810,29,954,2561,21460,1765,560,0,0,61,316,0,2338,245,706,3081,562,106,4449,2,802,2177,655,747,0,690,1972,1078,829,935,518,703,21,12,58,405,2090,47,806,1481,1493,2372,278,748,1243,1672,1227,2118,405,762,5,3,88,34069,0.00732156665334704
GSM2035492,21,10,0,1,23,1,0,5,4,0,2,39,25,40,3,1,0,16,0,0,8,28,5,4,38,125,2,0,2,33,14,2,1,4,0,25,0,43,16,2,37,8,9,15,5,35,32,209,0,1,0,0,11,1,0,38,1,30,8,18,1,55,11,22,13,0,6,0,0,16,7,18,3,0,6,0,0,0,7,121,0,17,1,0,0,17,6,1,3,8,11,0,2,0,0,2,691,0.00733483658740663
GSM2035497,1818,635,513,171,1156,531,151,57,87,28,57,1226,1456,956,260,1232,455,4587,66,17,469,919,350,261,1267,3740,159,72,235,539,749,332,85,188,28,1367,66,1741,90,195,1470,226,61,1147,213,1171,1157,9584,1,108,0,0,205,88,0,5286,275,349,308,746,92,1638,6,553,523,200,296,4,2635,2763,403,575,1210,96,158,0,0,0,290,1911,1,327,315,225,715,582,108,387,283,542,1140,356,64,12,0,39,48935,0.00734810652146622
GSM2369069,2169,2,1021,91,56,976,24,118,487,3,164,1282,1055,1918,1439,35,154,3563,828,50,312,2125,10,435,1361,2425,148,66,450,337,1197,499,684,10,51,5088,206,745,247,505,1386,129,826,642,292,1087,1321,12376,553,499,0,0,122,256,0,4498,162,893,831,343,50,1891,621,125,875,291,0,0,2142,1289,364,607,383,884,125,0,10,0,787,9168,30,1399,602,1460,6,70,180,439,640,2130,1699,38,225,7,7,12,7970,2.54243189151124
GSM2369071,1931,95,1211,0,1307,53,0,386,441,907,347,1187,605,992,676,105,374,9524,208,17,745,3138,1005,1071,1768,2915,195,0,1109,154,2309,493,502,1397,714,335,257,3374,333,458,424,0,1037,203,0,1859,1802,8282,7,1016,0,69,473,511,41,788,192,1281,668,127,162,1229,313,1052,615,758,448,78,1429,1030,840,1042,129,1042,475,32,7,333,889,2647,0,4206,70,1824,1819,164,114,415,1242,648,1091,998,168,0,13,8,36092,0.00736137645552581
GSM2369072,611,3,1019,0,378,175,156,90,280,312,269,1427,1642,922,959,53,422,10136,216,560,641,3424,770,886,1764,2531,180,47,156,877,694,197,225,404,108,2508,305,955,178,158,759,63,711,314,261,1176,2293,3141,62,546,0,0,276,69,128,3222,271,968,583,189,30,2912,11,625,489,140,116,0,1333,2317,233,660,375,177,203,0,6,0,619,2700,3,386,164,447,1422,392,109,390,753,2255,761,19,181,4,7,11,18339,0.0073746463895854
GSM2369074,140,32,1155,0,2427,0,469,86,572,85,421,1604,1186,1536,1644,444,996,9552,312,120,1767,2169,1802,1346,4289,5570,419,0,777,2627,1178,650,516,5,22,4370,121,296,44,253,972,0,765,518,1246,1420,1322,5100,2723,773,0,0,3,573,42,7571,1216,862,62,641,135,6365,453,210,1207,936,0,0,1358,6416,964,409,57,959,583,0,10,233,939,1340,0,22,701,3684,911,366,479,305,688,699,1657,531,483,0,13,4,50034,4.29768085275291
GSM2369076,2926,12,2370,141,579,145,136,85,184,73,248,500,397,295,829,106,245,6003,270,144,687,2262,818,725,996,5287,217,76,612,687,588,166,200,27,0,147,735,1453,39,323,357,276,286,348,432,420,671,5444,6,374,0,0,112,225,116,1501,16,155,1057,126,9,1673,0,638,475,380,209,180,924,1069,489,429,107,228,182,7,0,0,628,4728,2,1654,143,1397,734,35,377,258,1319,1498,920,444,16,13,3,10,13302,1.762530400474
GSM2369078,1834,41,688,2,1248,288,55,189,398,201,419,1401,3018,490,998,604,159,13971,203,715,1464,2670,1278,273,2515,2417,310,139,566,800,1418,446,335,314,543,2544,405,4281,112,179,417,279,222,517,666,3306,3231,5805,744,562,0,0,416,269,214,4533,86,704,676,358,173,4089,522,590,1206,374,157,0,1127,1222,680,612,292,650,303,8,4,8,457,4106,13,2325,82,1086,592,385,390,832,880,1717,1644,240,51,49,16,7,26564,0.00738791632364499
GSM2369088,1101,1,524,0,363,312,26,69,275,0,257,552,1147,220,376,209,758,4786,160,0,392,2944,254,252,2247,2054,47,0,68,1215,827,61,134,213,4,3503,310,2678,47,225,242,161,485,382,406,950,831,5445,1,432,0,0,139,172,0,2043,560,625,1572,401,105,2430,181,99,545,428,0,0,2853,1194,259,674,49,34,144,0,0,0,794,3907,2,2158,579,40,3863,305,144,1521,1211,1156,1198,128,50,0,1,5,15335,0.00740118625770458
GSM2369090,6365,69,2107,0,1105,631,219,348,311,325,321,564,695,1332,1313,231,286,15755,820,0,1036,2591,1905,446,1961,3434,203,0,439,2386,834,829,75,678,184,2786,184,2026,155,704,657,277,172,412,2,4436,2417,4834,1208,731,0,0,560,55,0,3132,216,811,1409,601,111,6232,0,411,300,1066,159,0,1230,384,913,240,159,1001,299,0,4,0,2506,3856,0,2349,1457,1343,812,252,193,1758,835,1686,1070,49,50,0,2,7,27564,0.00741445619176417
GSM2369092,4,41,1105,0,829,365,51,101,358,29,689,1075,1583,612,734,35,145,7243,219,43,820,1118,328,987,904,2078,352,0,129,897,1220,159,254,50,225,276,156,1140,0,355,246,133,611,396,274,2909,987,2851,1575,511,0,0,265,41,27,2928,220,306,20,64,151,1935,484,413,756,243,357,0,2913,698,369,526,275,567,132,4,0,37,509,1243,0,499,46,595,3,333,0,982,877,112,794,158,33,0,7,6,18750,0.00742772612582376
GSM2369104,255,48,904,130,453,228,173,155,484,226,294,496,1363,628,1984,532,308,10334,147,144,1062,1767,536,873,2217,3982,164,0,568,508,379,464,467,212,205,4249,104,2695,210,827,600,91,220,535,236,714,1627,4010,901,450,12,0,22,205,57,2678,0,706,708,215,114,4029,352,490,793,418,65,9,1573,964,852,748,219,813,165,101,1,0,798,2856,5,3031,546,2006,340,64,36,808,515,1414,1006,494,32,0,0,14,20952,0.00744099605988335
GSM2369107,572,117,746,48,616,302,130,179,317,286,263,804,1907,908,1489,205,288,9485,186,52,2281,2166,253,403,2337,3097,258,77,351,693,986,224,869,534,0,2907,651,464,164,471,889,0,704,927,1083,736,3020,15352,750,257,0,0,632,238,42,4374,725,670,115,479,30,4585,503,457,376,369,0,0,1175,1443,473,342,224,282,176,3,15,0,983,7624,38,1679,1304,1484,1769,485,431,289,745,390,1791,8,342,16,2,23,20890,2.61067118917858
GSM2369109,232,0,1990,13,1220,175,73,19,66,195,35,623,2184,70,926,724,285,3382,67,161,1067,2356,7,675,910,3953,362,99,1742,783,296,56,114,1,46,723,634,2174,58,265,250,0,345,498,700,30,1948,7287,302,448,0,0,71,122,8,1413,51,327,293,266,11,1718,0,442,824,469,2,0,768,819,713,164,178,332,146,0,10,0,253,1794,0,2620,2,412,1463,222,277,784,1331,3,581,192,246,32,6,12,12058,8.58911330844291
GSM2369111,1487,0,1226,259,1830,491,485,2,528,20,52,505,2791,715,4,136,540,5440,223,1,437,1307,486,612,2693,2040,380,25,140,305,291,318,505,12,345,3938,705,1311,8,92,1188,826,686,146,0,1659,965,6171,618,499,0,124,316,198,0,5126,316,171,1305,87,5,2151,560,582,719,227,0,0,853,1,549,124,254,170,476,0,1,0,641,1942,7,1332,391,100,1104,287,213,819,155,775,346,1152,51,8,0,5,22052,0.00745426599394294
GSM2369112,69,49,1192,300,741,244,300,198,223,249,192,653,2284,1922,1143,555,196,6454,58,1142,815,2840,2057,441,3719,1894,282,28,253,1169,405,288,383,705,167,3072,331,1616,64,541,530,238,585,274,512,1977,2928,5230,753,478,19,28,337,131,0,2929,59,359,977,1071,102,2185,544,1385,699,711,2,0,1096,1490,484,1431,110,491,113,0,17,0,814,659,29,2225,333,3743,1,228,61,684,1343,410,1154,79,417,7,6,12,25048,2.40680861337189
GSM2369113,1139,38,1407,0,796,444,194,103,157,1,66,422,1071,794,198,283,0,4673,0,1,1301,1020,1093,428,1190,2870,226,0,309,1363,1376,207,678,92,61,1499,197,1251,165,290,259,0,411,492,1154,1392,719,4824,946,353,58,0,145,128,124,3809,0,4,476,394,64,1723,771,851,1158,436,32,0,675,1855,523,451,348,76,426,9,15,0,403,885,29,89,6,1020,931,182,1,1235,2125,197,566,715,616,0,2,13,19403,2.6264955202534
GSM2369117,1086,40,1092,0,1529,286,70,184,509,135,86,1792,2156,473,1247,139,878,8789,168,328,1339,3451,19,847,1437,3628,51,8,650,1680,2,475,345,256,271,6230,2003,1304,192,583,1174,822,688,649,770,2150,1536,9299,809,387,0,0,48,60,1,8203,206,851,255,87,173,3139,225,1362,1370,213,0,0,2857,4642,989,1201,411,1246,385,0,5,0,1313,2891,20,3058,950,1539,1457,170,66,1119,1199,1043,1904,923,18,1,4,9,32827,2.62461447391791
GSM2369118,5179,437,902,2,583,151,126,109,399,762,706,2576,2861,948,1786,358,672,21619,507,290,1617,3623,642,1300,3947,4549,489,183,1512,1255,2905,870,78,209,575,5658,835,3730,20,783,1372,1490,148,634,775,40,2618,5092,1052,322,0,0,401,639,0,2854,759,1738,2474,0,0,6675,317,1608,1285,523,28,0,1747,2633,1162,1045,52,52,423,0,0,0,814,5259,41,3527,1279,4156,1509,381,299,8548,825,3309,1107,309,13,31,4,10,16894,0.00746753592800253
GSM2369122,3,0,170,0,137,0,0,454,113,0,43,1817,190,375,141,908,585,4266,34,0,726,3087,1373,680,734,2495,231,171,362,1689,3180,230,0,1,641,136,574,1725,459,1050,476,0,646,234,106,586,3846,24055,764,631,0,0,433,118,0,1532,956,1723,1331,28,141,180,226,921,1482,412,192,1720,503,424,627,0,393,0,78,0,0,0,947,557,5,2331,782,1,438,49,0,641,1353,0,1061,1074,27,67,3,16,18166,1.02756266132067
GSM2369124,2674,224,1602,0,1297,500,373,322,232,112,342,1522,1457,1345,1609,735,859,12833,107,464,899,3915,1066,1171,2477,3191,544,71,244,1099,1370,570,175,333,61,2141,287,4070,195,427,876,164,977,969,354,1158,1652,4816,1115,581,0,41,363,278,3,5444,484,827,2066,642,237,4708,22,1230,1192,613,242,5,2194,2943,601,1018,367,817,434,0,6,239,727,5250,57,1150,1007,2112,2019,81,519,2319,1200,2342,1585,149,152,16,7,18,43640,0.00748080586206212
GSM2369125,669,0,675,88,1325,213,56,109,432,160,287,1366,3245,2036,0,450,714,6201,168,0,156,3287,367,882,2076,3887,20,10,311,30,2,615,94,242,274,7165,639,1277,230,436,2032,163,289,294,349,198,3241,4269,3046,429,0,0,97,1205,616,6827,806,149,2739,238,539,7291,885,2209,1669,371,252,0,0,4053,23,1708,250,183,259,2,10,0,1171,5920,39,2248,1330,1,2,638,187,6083,647,1427,1157,843,354,5,5,7,36153,0.00749407579612171
GSM2369127,3969,0,9,188,249,48,324,58,64,267,176,1038,906,2189,123,212,152,11881,180,21,1019,1659,428,475,2306,1220,264,37,1316,93,509,214,66,1,15,3695,41,3616,312,427,309,0,414,793,176,781,968,4557,772,410,0,32,564,241,0,2168,478,466,1055,103,199,2584,150,1164,563,247,0,0,664,2949,675,497,214,1409,344,0,1,0,400,1368,7,2075,757,0,1264,173,0,556,595,806,813,345,25,6,1,11,19655,0.0075073457301813
GSM2369128,3667,109,1447,0,1834,627,265,252,213,217,308,1824,3036,616,2566,737,518,13188,671,1768,1706,5373,709,1533,3213,5410,425,46,1351,336,1215,899,0,131,349,2226,673,1913,213,643,537,438,394,1295,584,3337,4089,5671,10,652,0,0,556,568,5,5210,496,844,2259,1460,362,3418,92,2711,1680,1295,1114,1150,2123,3383,601,1514,234,1040,445,0,0,0,1037,1256,0,3516,289,2306,2383,515,125,1549,1512,998,2592,1013,1,22,7,17,42666,0.941896805046821
GSM2369131,3291,692,770,0,1757,333,277,322,758,1779,192,2812,2425,2990,159,1497,355,30458,531,0,3232,4043,1920,476,1393,6625,75,0,638,1110,1867,164,656,6,130,11003,52,20,566,155,1726,4386,330,1356,70,278,5714,9501,1476,760,0,0,277,362,479,16030,971,1681,1878,1,0,5301,1218,422,2470,1185,0,0,3968,3611,183,1704,583,3247,160,0,0,0,1430,7999,41,2607,3678,1932,4763,522,55,1874,973,5442,1849,99,0,0,0,22,54049,0.00752061566424089
GSM2369132,639,0,2746,467,1158,308,0,3,1310,0,0,3718,7451,3448,24,904,229,11437,352,1667,2640,5402,1,325,6682,3832,333,0,1413,3356,4042,1819,1765,1,0,4572,202,0,1045,1960,853,219,1712,3178,646,173,2866,24190,0,718,0,10,0,1,2468,7446,1402,1743,3427,1,0,1502,0,147,1252,1783,0,0,3388,4494,1544,875,608,0,1218,0,0,0,3431,25847,22,22,930,22,2,0,44,0,1872,1767,2730,0,1,0,2,16,17852,4.29769412268696
GSM2369133,2551,6,2198,0,1709,408,74,89,625,98,452,1416,3027,3679,1212,610,400,15483,1208,38,1794,3861,2250,516,4103,3809,328,100,1363,895,509,732,307,1150,1,3077,616,4136,144,1176,3245,2078,806,285,1023,4879,2691,6164,1026,623,0,0,619,694,237,11465,684,2068,3272,34,339,13424,438,3238,1280,1285,198,0,384,1,379,1335,377,3064,510,3,0,1,1052,4602,10,4164,1293,114,570,253,180,571,903,4732,672,22,43,10,8,34,37508,0.00753388559830048
GSM2369135,4494,236,887,546,1852,1030,388,167,587,45,315,1233,2605,816,913,56,587,6075,234,671,640,3469,243,1307,2858,3199,299,1,895,2629,1290,445,665,227,217,8138,134,4401,395,509,959,612,178,783,1021,1002,2231,9132,41,554,75,66,287,423,0,2716,578,480,2335,412,113,3905,38,1463,1212,191,14,158,1982,4794,216,266,8,532,86,114,18,0,999,5160,33,614,346,2899,321,425,701,992,534,1827,777,74,256,0,4,6,31220,0.00754715553236007
GSM2369137,1655,6,3530,0,2073,479,40,331,81,182,521,1760,2578,317,2665,1789,333,23356,887,63,1178,7182,2241,1653,2533,5382,633,109,517,1298,281,1046,191,24,90,1079,554,2486,962,696,1577,288,1086,722,433,1064,2055,11748,1461,821,0,0,588,456,0,6018,320,735,1635,1131,418,2366,209,1388,3004,1911,1091,0,164,1446,1986,1393,221,872,715,0,4,114,1317,4800,106,3454,984,1941,967,61,762,659,1788,1609,1919,242,64,30,25,26,60464,0.736130505512697
GSM2369142,2362,102,1694,206,1891,1122,304,449,754,1005,265,1905,4538,2334,4146,828,881,29816,204,1414,1818,5000,1067,1648,2584,6116,565,0,1552,2103,2440,851,170,156,261,1483,373,5757,419,801,535,316,409,350,138,4455,3488,10980,2057,890,0,0,508,591,0,6562,568,496,2868,99,108,4656,836,1975,822,677,808,344,914,2346,840,705,212,263,507,0,29,671,2103,5638,8,3070,2250,4280,2006,1173,299,2579,1843,1133,2732,2989,495,0,10,12,61255,0.00756042546641966
GSM2369143,4,129,916,184,559,0,170,39,896,0,190,1082,3486,1458,481,192,354,9008,281,139,1525,2179,1472,872,1468,3763,296,98,730,1002,1004,157,926,490,236,2332,334,4908,199,448,1796,216,185,1907,189,171,1396,29863,442,468,0,0,0,15,0,1145,387,14,1711,1922,15,2091,435,359,1128,413,0,0,2820,3961,525,2,303,203,101,490,1,0,1588,14797,126,3322,598,1822,3675,240,564,92,682,28,1753,42,77,36,5,17,16837,4.29770739262102
GSM2369144,2904,1314,1793,827,1681,580,580,276,780,769,377,3928,8167,4008,2694,50,376,8707,651,1426,1129,4301,806,918,2553,6499,340,0,363,1399,140,896,756,1408,6,8506,1413,5721,160,334,5588,36,1216,2249,785,6693,1805,5297,0,268,0,0,2608,993,0,10815,306,2326,2115,1187,18,9478,1583,752,1307,493,0,0,3593,3684,645,1581,259,1981,535,0,5,10,2578,6174,31,3303,2060,5,1344,1305,103,7129,901,3356,1506,496,197,0,25,25,28792,0.00757369540047925
GSM2369314,3594,106,1217,115,1980,516,138,101,156,654,380,1528,3268,1218,1388,905,857,7396,378,450,2007,4785,635,822,2346,3294,575,199,345,1015,956,379,183,318,354,3881,557,3360,127,1196,727,405,387,858,470,735,2050,6097,930,801,0,0,322,449,42,4663,443,517,2124,238,114,1526,32,2621,1308,373,60,4,1745,2219,529,917,243,1210,620,0,6,198,884,6041,22,1443,148,2221,2094,204,282,890,1236,548,1355,827,416,27,2,12,29364,0.421516159329507
GSM2369316,1547,409,1801,4,4743,342,450,185,311,0,69,1120,5484,395,652,399,10,3132,544,331,1275,4259,0,802,1029,4474,1114,44,10,1422,1734,1105,110,245,924,1714,2681,4332,176,389,649,0,0,598,10,257,692,6817,3693,590,118,0,1192,16,3,3730,246,88,1404,289,40,7539,693,1004,1400,226,237,3867,2793,875,856,715,452,11,410,18,3,0,642,4416,8,3792,1095,3226,867,645,381,3794,848,1079,844,0,282,8,15,24,47522,3.72296282959008
GSM2369317,932,6,2382,10,965,222,200,205,316,79,542,1063,1743,644,3043,340,736,6640,357,45,901,4134,1346,990,2499,2681,280,6,221,1903,1219,712,255,231,230,1424,633,1632,411,1518,975,85,402,396,633,593,2416,12625,1090,861,0,16,271,129,0,2576,94,603,1187,579,1,631,293,1276,1032,749,1431,41,3674,2877,461,452,158,1246,774,67,0,13,745,13717,12,3421,929,796,658,266,421,255,1540,23,1746,756,14,4,8,10,15983,2.25245337455887
